Year,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,MSRP
2015,276,6,1,1,4,1,8,24,18,28300
2016,276,6,1,1,4,1,8,24,18,28500
2016,276,6,1,1,4,1,8,24,18,26400
2016,276,6,1,1,4,1,8,22,17,39900
2016,276,6,1,1,4,1,8,24,18,32700
2016,276,6,1,1,4,1,8,25,18,36400
2017,276,6,1,1,4,1,8,22,17,41900
2017,276,6,1,1,4,1,8,24,18,28850
2017,276,6,1,1,4,1,8,24,18,33600
2017,276,6,1,1,4,1,8,25,18,36900
2017,276,6,1,1,4,1,8,24,18,26800
2015,130,4,1,1,4,1,2,39,30,20720
2015,130,4,1,1,4,1,2,40,30,17780
2015,130,4,1,1,4,1,2,39,30,18350
2015,130,4,0,1,4,1,2,36,27,16530
2015,130,4,1,1,4,1,2,39,30,17380
2015,130,4,1,1,4,1,2,39,30,19960
2016,130,4,1,1,4,1,2,38,29,22170
2016,130,4,1,1,4,1,2,38,29,20410
2016,130,4,0,1,4,1,2,36,27,16780
2016,130,4,1,1,4,1,2,38,29,18550
2016,130,4,1,1,4,1,2,40,30,18160
2016,130,4,1,1,4,1,2,38,29,17760
2017,124,4,1,1,4,1,2,37,29,21500
2017,188,4,1,1,4,1,2,33,27,21990
2017,124,4,1,1,4,1,2,37,29,18790
2017,130,4,0,1,4,1,2,35,27,16990
2017,124,4,1,1,4,1,2,37,29,19990
2017,124,4,1,1,4,1,2,37,29,17990
2017,188,4,0,1,4,1,2,32,26,21990
1999,125,4,0,1,4,0,2,28,21,2000
1999,125,4,0,1,4,0,2,28,21,2000
2000,125,4,0,1,4,0,2,26,20,2000
2000,125,4,0,1,4,0,2,26,20,2000
2001,125,4,0,1,4,0,2,28,22,10845
2001,125,4,0,1,4,0,2,28,22,12445
2001,125,4,1,1,4,0,2,28,19,11820
2001,125,4,1,1,4,0,2,28,19,13420
2015,381,8,1,3,4,2,6,17,13,64320
2015,381,8,1,3,4,2,6,17,13,47620
2015,381,8,1,3,4,2,6,17,13,56580
2015,381,8,1,0,4,2,6,17,13,61095
2015,381,8,1,3,4,2,6,17,13,47620
2015,381,8,1,0,4,2,6,17,13,53355
2015,381,8,1,3,4,2,6,17,13,56580
2015,381,8,1,3,4,2,6,17,13,64320
2015,381,8,1,0,4,2,6,17,13,44395
2016,381,8,1,0,4,2,6,17,13,61855
2016,381,8,1,3,4,2,6,17,13,57340
2016,381,8,1,0,4,2,6,17,13,45325
2016,381,8,1,3,4,2,6,17,13,65080
2016,381,8,1,3,4,2,6,17,13,65080
2016,381,8,1,3,4,2,6,17,13,57340
2016,381,8,1,3,4,2,6,17,13,48550
2016,381,8,1,0,4,2,6,17,13,54115
2016,381,8,1,3,4,2,6,17,13,48550
2017,381,8,1,3,4,2,6,17,13,48685
2017,381,8,1,3,4,2,6,17,13,65215
2017,381,8,1,0,4,2,6,17,13,45460
2017,381,8,1,3,4,2,6,17,13,57475
2017,381,8,1,3,4,2,6,17,13,57475
2017,381,8,1,0,4,2,6,17,13,54250
2017,381,8,1,3,4,2,6,17,13,48685
2017,381,8,1,3,4,2,6,17,13,65215
2017,381,8,1,0,4,2,6,17,13,61990
2002,275,8,1,1,4,2,2,25,16,44399
2002,300,8,1,1,4,2,2,25,16,49705
2003,300,8,1,1,4,2,2,25,16,51650
2003,275,8,1,1,4,2,2,25,16,45535
2004,275,8,1,1,4,2,2,24,16,45975
1992,93,4,0,1,2,0,5,29,23,2000
1992,100,4,0,1,2,0,1,29,20,2000
1992,152,4,0,1,4,0,4,24,18,2000
1992,93,4,0,1,2,0,5,29,23,2000
1992,93,4,0,1,4,0,4,29,23,2000
1992,152,4,0,1,2,0,1,24,18,2000
1992,93,4,0,1,4,0,4,29,23,2000
1992,100,4,0,1,4,0,4,29,20,2000
1992,152,4,0,1,2,0,5,24,18,2000
1992,152,4,0,1,2,0,1,24,18,2000
1992,100,4,0,1,2,0,1,29,20,2000
1992,100,4,0,1,2,0,5,29,20,2000
1993,93,4,0,1,2,0,5,29,23,2000
1993,93,4,0,1,4,0,4,29,23,2000
1993,100,4,0,1,2,0,5,29,22,2000
1993,100,4,0,1,2,0,1,29,22,2000
1993,100,4,0,1,4,0,4,29,22,2000
1993,100,4,0,1,2,0,1,29,22,2000
1994,100,4,0,1,2,0,5,27,21,2000
1994,93,4,0,1,2,0,5,30,23,2000
1994,93,4,0,1,4,0,4,30,23,2000
1994,100,4,0,1,4,0,4,27,21,2000
2015,526,8,0,0,2,1,0,21,14,61295
2015,526,8,0,0,2,1,0,21,14,47795
2016,526,8,0,0,2,1,0,21,15,61295
2016,526,8,0,0,2,1,0,21,14,47795
2017,526,8,0,0,2,1,0,21,15,61795
2017,526,8,0,0,2,1,0,21,14,54295
2012,550,8,0,0,2,1,0,23,15,48810
2013,662,8,0,0,2,1,1,24,15,59200
2013,662,8,0,0,2,1,0,24,15,54200
2014,662,8,0,0,2,1,0,24,15,55110
2014,662,8,0,0,2,1,1,24,15,60110
1996,120,4,0,3,4,0,6,23,20,2000
1996,95,4,0,0,4,0,6,24,21,2000
1996,95,4,0,3,2,0,14,24,21,2000
1996,95,4,0,0,2,0,14,24,21,2000
1996,95,4,0,3,4,0,6,24,21,2000
1996,120,4,0,3,4,0,6,23,20,2000
1997,95,4,0,3,4,0,6,24,21,2000
1997,120,4,0,0,4,0,6,23,19,2000
1997,95,4,0,0,4,0,6,24,21,2000
1997,120,4,0,3,4,0,6,23,19,2002
1997,95,4,0,0,2,0,14,24,21,2000
1997,120,4,0,3,4,0,6,23,19,2000
1997,95,4,0,3,2,0,14,24,21,2000
1998,95,4,0,3,2,0,14,24,21,2000
1998,95,4,0,0,4,0,6,24,20,2000
1998,95,4,1,3,4,0,6,24,19,2107
1998,120,4,0,3,4,0,6,23,20,2125
1998,120,4,0,3,4,0,6,23,20,2078
1998,95,4,0,3,2,0,14,24,21,2000
1998,95,4,0,3,4,0,6,24,20,2019
1998,95,4,0,0,2,0,14,24,21,2000
1998,120,4,0,0,4,0,6,23,20,2027
1998,120,4,0,3,4,0,6,23,20,2153
2015,266,6,1,2,4,2,8,23,16,42880
2015,266,6,1,2,4,2,8,23,16,37400
2015,266,6,1,2,4,2,8,23,16,40655
2015,266,6,1,1,4,2,8,25,18,37445
2015,266,6,1,1,4,2,8,25,18,35200
2015,266,6,1,1,4,2,8,25,18,41035
2015,266,6,1,1,4,2,8,25,18,35000
2015,266,6,1,2,4,2,8,23,16,33960
2015,266,6,1,2,4,2,8,23,16,46250
2015,266,6,1,1,4,2,8,25,18,41750
2015,266,6,1,1,4,2,8,25,18,28700
2015,266,6,1,1,4,2,8,25,18,45120
2015,266,6,1,1,4,2,8,25,18,31630
2015,266,6,1,1,4,2,8,25,18,31430
2015,266,6,1,1,4,2,8,25,18,38455
2015,266,6,1,1,4,2,8,25,18,39780
2015,266,6,1,1,4,2,8,25,18,26595
2016,266,6,1,2,4,2,8,23,16,34180
2016,266,6,1,1,4,2,8,25,18,38605
2016,266,6,1,1,4,2,8,25,18,35410
2016,266,6,1,1,4,2,8,25,18,31840
2016,266,6,1,2,4,2,8,23,16,37620
2016,266,6,1,1,4,2,8,25,18,31640
2016,266,6,1,1,4,2,8,25,18,41245
2016,266,6,1,2,4,2,8,23,16,40815
2016,266,6,1,1,4,2,8,25,18,28850
2016,266,6,1,1,4,2,8,25,18,41900
2016,266,6,1,2,4,2,8,23,16,43040
2016,266,6,1,1,4,2,8,25,18,39930
2016,266,6,1,2,4,2,8,23,16,46410
2016,266,6,1,1,4,2,8,25,18,37655
2016,266,6,1,1,4,2,8,25,18,35210
2016,266,6,1,1,4,2,8,25,18,45270
2016,266,6,1,1,4,2,8,25,18,26745
2017,296,6,1,1,4,2,8,27,19,29750
2017,296,6,1,1,4,2,8,27,19,32740
2017,296,6,1,2,4,2,8,24,18,35080
2017,296,6,1,2,4,2,8,24,18,43940
2017,296,6,1,1,4,2,8,27,19,42800
2017,296,6,1,2,4,2,8,24,18,41715
2017,296,6,1,1,4,2,8,27,19,38555
2017,296,6,1,1,4,2,8,27,19,32540
2017,296,6,1,1,4,2,8,27,19,42145
2017,296,6,1,1,4,2,8,27,19,39505
2017,296,6,1,1,4,2,8,27,19,36310
2017,296,6,1,1,4,2,8,27,19,36110
2017,296,6,1,1,4,2,8,27,19,40830
2017,296,6,1,1,4,2,8,27,19,27645
2017,296,6,1,2,4,2,8,24,18,38520
2017,296,6,1,1,4,2,8,27,19,46170
2017,296,6,1,2,4,2,8,24,18,47310
2007,295,8,1,0,4,2,9,19,14,30930
2007,295,8,1,0,4,2,10,19,14,24515
2007,295,8,1,3,4,2,10,17,13,30550
2007,295,8,1,3,4,2,10,17,13,33935
2007,310,8,1,3,4,2,10,17,13,32025
2007,295,8,1,3,4,2,10,17,13,31735
2007,195,6,0,0,2,2,11,21,15,20310
2007,285,8,1,0,2,2,11,19,15,23850
2007,295,8,1,0,4,2,10,19,14,29355
2007,195,6,1,3,2,2,11,17,14,20960
2007,295,8,1,3,4,2,9,17,13,31965
2007,295,8,1,0,4,2,10,19,14,27730
2007,285,8,1,0,4,2,10,19,15,25215
2007,195,6,0,0,2,2,11,21,15,15840
2007,295,8,1,3,4,2,10,17,13,27060
2007,295,8,1,0,4,2,9,19,14,32690
2007,285,8,1,3,4,2,10,18,14,29380
2007,285,8,1,0,4,2,9,19,15,26820
2007,295,8,1,0,4,2,10,19,14,30825
2007,195,6,1,0,4,2,10,20,14,21465
2007,295,8,1,3,4,2,10,17,13,28790
2007,285,8,1,0,4,2,10,19,15,26555
2007,295,8,1,0,4,2,10,19,14,28915
2007,295,8,1,0,4,2,10,19,14,30675
2007,195,6,0,0,2,2,11,21,15,16115
2007,285,8,1,3,2,2,11,18,14,27850
2007,295,8,1,0,4,2,10,19,14,29065
2007,295,8,1,3,4,2,9,17,13,35520
2007,285,8,1,0,2,2,11,19,15,24140
2007,285,8,1,0,4,2,9,19,15,25325
2007,295,8,1,3,4,2,10,17,13,30255
2007,295,8,1,0,4,2,9,19,14,29015
2007,295,8,1,3,4,2,9,17,13,33755
2007,195,6,1,3,2,2,11,17,14,20715
2007,295,8,1,3,4,2,10,17,13,33495
2007,285,8,1,3,4,2,10,18,14,27580
2007,195,6,0,0,2,2,11,21,15,20750
2007,285,8,1,3,4,2,10,18,14,25845
2007,285,8,1,3,4,2,9,18,14,28845
2007,295,8,1,0,4,2,10,19,14,27430
2007,295,8,1,0,4,2,10,19,14,31115
2007,310,8,1,3,4,2,10,17,13,33785
2007,295,8,1,0,4,2,10,19,14,26245
2007,285,8,1,3,4,2,9,18,14,30340
2007,285,8,1,3,2,2,11,18,14,27560
2007,285,8,1,3,2,2,11,18,14,26295
2007,285,8,1,3,2,2,11,18,14,25850
2007,345,8,1,2,4,2,9,16,13,39125
2007,295,8,1,3,4,2,10,17,13,32170
2011,332,8,1,0,4,2,9,23,20,45425
2011,332,8,1,3,4,2,9,23,20,48575
2011,332,8,1,0,4,2,9,23,20,39095
2011,332,8,1,3,4,2,9,23,20,42245
2012,332,8,1,0,4,2,9,23,20,46790
2012,332,8,1,0,4,2,9,23,20,40010
2012,332,8,1,3,4,2,9,23,20,43210
2012,332,8,1,3,4,2,9,23,20,49990
2013,332,8,1,3,4,2,9,23,20,51935
2013,332,8,1,0,4,2,9,23,20,48335
2013,332,8,1,0,4,2,9,23,20,41555
2013,332,8,1,3,4,2,9,23,20,45155
2015,355,8,1,0,4,2,9,23,16,43360
2015,285,6,1,3,4,2,9,22,17,38540
2015,355,8,1,0,4,2,9,23,16,49965
2015,285,6,1,0,4,2,10,24,18,36200
2015,285,6,1,3,4,2,9,22,17,38840
2015,285,6,1,3,4,2,9,22,17,42635
2015,355,8,1,0,4,2,9,23,16,43660
2015,285,6,1,3,2,2,11,22,17,30610
2015,285,6,1,0,4,2,9,24,18,35390
2015,355,8,1,3,4,2,9,22,16,46510
2015,355,8,1,3,4,2,9,22,16,53115
2015,285,6,1,3,4,2,10,22,17,40045
2015,285,6,1,0,2,2,11,24,18,27060
2015,285,6,1,0,2,2,11,24,18,26670
2015,285,6,1,0,4,2,9,24,18,38665
2015,285,6,1,0,4,2,10,24,18,30695
2015,285,6,1,0,4,2,9,24,18,38965
2015,285,6,1,3,2,2,11,22,17,37800
2015,285,6,1,3,4,2,9,22,17,42935
2015,285,6,1,0,2,2,11,24,18,33595
2015,285,6,1,3,4,2,10,22,17,34675
2015,355,8,1,0,4,2,10,23,16,40900
2015,355,8,1,3,4,2,10,22,16,44150
2015,285,6,1,0,4,2,9,24,18,35690
2015,355,8,1,3,4,2,9,22,16,46810
2015,285,6,1,3,2,2,11,22,17,30910
2015,285,6,1,3,2,2,11,22,17,37500
2015,355,8,1,3,4,2,9,22,16,52815
2015,355,8,1,0,4,2,9,23,16,49665
2015,285,6,1,0,2,2,11,24,18,33720
2016,355,8,1,3,4,2,9,22,16,54240
2016,285,6,1,0,4,2,9,24,18,36230
2016,355,8,1,3,4,2,9,22,16,47570
2016,285,6,1,0,2,2,11,24,18,34590
2016,355,8,1,0,4,2,9,23,16,51390
2016,355,8,1,3,4,2,10,22,16,44910
2016,285,6,1,0,2,2,11,24,18,34465
2016,285,6,1,0,2,2,11,24,18,27715
2016,285,6,1,3,4,2,9,22,17,43505
2016,355,8,1,3,4,2,9,22,16,47270
2016,355,8,1,0,4,2,10,23,16,41660
2016,285,6,1,3,4,2,9,22,17,39380
2016,285,6,1,3,2,2,11,22,17,31955
2016,355,8,1,3,4,2,9,22,16,44900
2016,285,6,1,0,4,2,9,24,18,39535
2016,285,6,1,0,2,2,11,24,18,28105
2016,285,6,1,0,4,2,10,24,18,37070
2016,355,8,1,0,4,2,9,23,16,40930
2016,355,8,1,3,4,2,9,22,16,54540
2016,355,8,1,0,4,2,9,23,16,44420
2016,285,6,1,0,4,2,10,24,18,31390
2016,285,6,1,3,4,2,10,22,17,40915
2016,355,8,1,3,4,2,9,22,16,40775
2016,285,6,1,3,2,2,11,22,17,31655
2016,355,8,1,0,4,2,9,23,16,51090
2016,285,6,1,3,2,2,11,22,17,38370
2016,285,6,1,3,2,2,11,22,17,38670
2016,285,6,1,3,4,2,10,22,17,35370
2016,355,8,1,0,4,2,9,23,16,37625
2016,355,8,1,0,4,2,9,23,16,44120
2017,355,8,1,0,4,2,9,23,16,44840
2017,355,8,1,0,4,2,9,22,16,52155
2017,355,8,1,3,4,2,10,22,16,45330
2017,285,6,1,0,4,2,10,24,18,32230
2017,285,6,1,0,2,2,11,24,18,28205
2017,355,8,1,3,4,2,9,22,16,45390
2017,285,6,1,3,2,2,11,22,17,39160
2017,355,8,1,0,4,2,9,23,16,41420
2017,285,6,1,3,4,2,10,22,17,41405
2017,355,8,1,0,4,2,9,23,16,44540
2017,355,8,1,0,4,2,9,23,16,38115
2017,285,6,1,3,2,2,11,22,17,32145
2017,285,6,1,3,4,2,9,22,17,43995
2017,355,8,1,0,4,2,9,22,16,52455
2017,285,6,1,0,4,2,10,24,18,37560
2017,355,8,1,3,4,2,9,22,16,47690
2017,285,6,1,0,2,2,11,24,18,28595
2017,355,8,1,3,4,2,9,20,15,55605
2017,285,6,1,3,4,2,10,22,17,36210
2017,285,6,1,0,2,2,11,24,18,34955
2017,285,6,1,0,4,2,9,24,18,36720
2017,285,6,1,0,4,2,9,24,18,40025
2017,285,6,1,3,2,2,11,22,17,38860
2017,355,8,1,3,4,2,9,22,16,41265
2017,355,8,1,3,4,2,9,20,15,55305
2017,355,8,1,3,4,2,9,22,16,47990
2017,285,6,1,3,2,2,11,22,17,32445
2017,355,8,1,0,4,2,10,23,16,42080
2017,285,6,1,3,4,2,9,22,17,39870
2017,285,6,1,0,2,2,11,24,18,35080
2006,300,8,1,3,4,2,9,16,13,34640
2006,300,8,1,0,4,2,9,18,13,31405
2006,300,8,1,0,4,2,9,18,13,33330
2006,300,8,1,3,4,2,9,16,13,36525
2006,300,8,1,3,4,2,9,16,13,33115
2006,300,8,1,0,4,2,9,18,13,29745
2001,325,8,1,2,4,2,10,13,10,38370
1999,200,8,1,0,3,2,10,17,13,4439
1999,200,8,1,3,3,2,10,16,12,4827
1999,200,8,1,3,3,2,10,16,12,4715
1999,200,8,1,0,3,2,10,17,13,4287
1990,142,6,1,1,4,1,2,20,16,2000
2002,185,6,1,2,4,1,8,22,16,35970
2002,185,6,1,1,4,1,8,24,17,26995
2002,185,6,1,2,4,1,8,22,16,33925
2002,185,6,1,1,4,1,8,24,17,31355
2002,185,6,1,1,4,1,8,24,17,33400
2003,185,6,1,1,4,1,8,24,17,33740
2003,185,6,1,1,4,1,8,24,17,28040
2003,185,6,1,2,4,1,8,22,16,36340
2003,185,6,1,1,4,1,8,24,17,31690
2003,185,6,1,2,4,1,8,22,16,34290
2004,185,6,1,2,4,1,8,22,16,36795
2004,185,6,1,2,4,1,8,22,16,34740
2004,185,6,1,1,4,1,8,24,17,32125
2004,185,6,1,1,4,1,8,24,17,34185
2004,185,6,1,1,4,1,8,24,17,28465
2001,322,12,1,0,4,2,2,15,11,219900
2002,322,12,1,0,4,2,2,15,11,229990
2007,285,8,1,3,2,2,11,18,14,26685
2007,285,8,1,0,2,2,11,19,15,23350
2007,295,8,1,0,4,2,10,19,14,26930
2007,295,8,1,0,4,2,10,19,14,27135
2007,285,8,1,3,4,2,10,18,14,25845
2007,295,8,1,3,4,2,10,18,13,31375
2007,195,6,0,3,2,2,11,19,14,24020
2007,295,8,1,0,4,2,9,19,14,28515
2007,295,8,1,3,4,2,10,17,13,31810
2007,295,8,1,3,4,2,10,17,13,29580
2007,295,8,1,3,4,2,9,17,13,31465
2007,195,6,0,0,2,2,11,21,15,20515
2007,195,6,0,3,2,2,11,19,14,19865
2007,295,8,1,3,4,2,10,18,13,29380
2007,285,8,1,3,2,2,11,18,14,26975
2007,195,6,1,0,4,2,10,20,14,23940
2007,285,8,1,0,4,2,10,19,15,25960
2007,295,8,1,0,4,2,10,19,14,30755
2007,285,8,1,0,4,2,9,19,15,26460
2007,195,6,0,0,2,2,11,21,15,20075
2007,295,8,1,0,4,2,9,19,14,32330
2007,285,8,1,0,4,2,9,19,15,24965
2007,295,8,1,3,4,2,10,17,13,27060
2007,295,8,1,0,4,2,10,19,14,24515
2007,195,6,0,3,2,2,11,19,14,23575
2007,310,8,1,3,4,2,10,18,13,33425
2007,295,8,1,3,4,2,9,18,13,33395
2007,195,6,0,0,2,2,11,21,15,15840
2007,295,8,1,3,4,2,10,18,13,33135
2007,285,8,1,3,4,2,10,18,14,28410
2007,295,8,1,0,4,2,10,19,14,28705
2007,285,8,1,0,2,2,11,19,15,23640
2007,195,6,0,0,2,2,11,21,15,16115
2007,295,8,1,3,4,2,10,17,13,28460
2007,295,8,1,0,4,2,9,19,14,30570
2007,295,8,1,0,4,2,10,19,14,25915
2007,295,8,1,0,4,2,10,19,14,28995
2007,295,8,1,0,4,2,10,19,14,30315
2007,295,8,1,0,4,2,10,19,14,30465
2007,345,8,1,0,4,2,10,17,13,33280
2007,195,6,1,0,4,2,10,20,14,21465
2007,310,8,1,3,4,2,10,18,13,31665
2007,285,8,1,3,4,2,9,18,14,29980
2007,195,6,0,3,2,2,11,19,14,19620
2007,295,8,1,3,4,2,10,17,13,33575
2007,285,8,1,3,4,2,10,18,14,27250
2007,285,8,1,3,4,2,9,18,14,28485
2007,295,8,1,3,4,2,9,17,13,35160
2007,295,8,1,0,4,2,10,19,14,28555
2011,332,8,1,3,4,2,9,23,20,48205
2011,332,8,1,0,4,2,9,23,20,45055
2011,332,8,1,0,4,2,9,23,20,38725
2011,332,8,1,3,4,2,9,23,20,41875
2012,332,8,1,3,4,2,9,23,20,42840
2012,332,8,1,3,4,2,9,23,20,49620
2012,332,8,1,0,4,2,9,23,20,39640
2012,332,8,1,0,4,2,9,23,20,46420
2013,332,8,1,3,4,2,9,23,20,51490
2013,332,8,1,0,4,2,9,23,20,47915
2013,332,8,1,0,4,2,9,23,20,41135
2013,332,8,1,3,4,2,9,23,20,44710
2015,355,8,1,3,4,2,9,22,16,46110
2015,285,6,1,3,4,2,10,22,17,35920
2015,285,6,1,0,2,2,11,24,18,28545
2015,355,8,1,3,4,2,10,22,16,43450
2015,285,6,1,3,4,2,9,22,17,37680
2015,285,6,1,3,2,2,11,22,17,35435
2015,285,6,1,0,2,2,11,24,18,33340
2015,285,6,1,3,4,2,9,22,17,42010
2015,285,6,1,3,4,2,9,22,17,42310
2015,355,8,1,0,4,2,9,23,16,47875
2015,355,8,1,0,4,2,9,23,16,42270
2015,355,8,1,3,4,2,9,22,16,51150
2015,285,6,1,3,4,2,10,22,17,34110
2015,285,6,1,3,2,2,11,22,17,35135
2015,285,6,1,3,2,2,11,22,17,30345
2015,285,6,1,3,2,2,11,22,17,32095
2015,285,6,1,0,4,2,10,24,18,30130
2015,355,8,1,0,4,2,9,23,16,41970
2015,285,6,1,0,4,2,9,24,18,34530
2015,355,8,1,3,4,2,9,22,16,45420
2015,355,8,1,3,4,2,10,22,16,42760
2015,285,6,1,3,4,2,9,22,17,40620
2015,285,6,1,0,4,2,9,24,18,36090
2015,285,6,1,0,2,2,11,24,18,26495
2015,285,6,1,3,4,2,9,22,17,40320
2015,285,6,1,0,2,2,11,24,18,31625
2015,285,6,1,3,2,2,11,22,17,30045
2015,285,6,1,3,4,2,10,22,17,37730
2015,285,6,1,0,4,2,9,24,18,34230
2015,355,8,1,3,4,2,9,22,16,45810
2015,285,6,1,0,4,2,9,24,18,38635
2015,355,8,1,3,4,2,9,22,16,50850
2015,285,6,1,3,4,2,10,22,17,39420
2015,285,6,1,3,4,2,9,22,17,37380
2015,355,8,1,0,4,2,10,23,16,40100
2015,355,8,1,0,4,2,9,23,16,42560
2015,355,8,1,0,4,2,9,23,16,42860
2015,355,8,1,3,4,2,9,22,16,45120
2015,355,8,1,0,4,2,9,23,16,47575
2015,285,6,1,0,4,2,10,24,18,31940
2015,285,6,1,0,4,2,9,24,18,38335
2015,285,6,1,0,4,2,10,24,18,35870
2015,285,6,1,0,2,2,11,24,18,28155
2015,285,6,1,3,2,2,11,22,17,36825
2015,285,6,1,0,2,2,11,24,18,26105
2015,285,6,1,3,2,2,11,22,17,37125
2015,285,6,1,0,2,2,11,24,18,33215
2015,355,8,1,0,4,2,10,23,16,39510
2015,285,6,1,0,4,2,9,24,18,36390
2015,285,6,1,0,4,2,9,24,18,36745
2015,285,6,1,0,4,2,10,24,18,34280
2015,285,6,1,3,2,2,11,22,17,32395
2015,285,6,1,0,2,2,11,24,18,31750
2015,285,6,1,0,4,2,9,24,18,37045
2015,285,6,1,3,4,2,9,22,17,39540
2015,285,6,1,3,4,2,9,22,17,39240
2016,285,6,1,0,4,2,10,24,18,35825
2016,355,8,1,0,4,2,9,23,16,39685
2016,285,6,1,3,2,2,11,22,17,31035
2016,285,6,1,0,4,2,10,24,18,32870
2016,285,6,1,3,4,2,9,22,17,43775
2016,285,6,1,0,4,2,9,24,18,35545
2016,285,6,1,3,4,2,10,22,17,36935
2016,285,6,1,3,2,2,11,22,17,38590
2016,355,8,1,0,4,2,10,23,16,41250
2016,285,6,1,0,4,2,10,24,18,31120
2016,355,8,1,3,4,2,9,22,16,47135
2016,355,8,1,3,4,2,9,22,16,48500
2016,355,8,1,3,4,2,10,22,16,44475
2016,285,6,1,0,2,2,11,24,18,33170
2016,355,8,1,3,4,2,9,22,16,46835
2016,285,6,1,3,2,2,11,22,17,33060
2016,355,8,1,3,4,2,9,22,16,53315
2016,285,6,1,0,4,2,9,24,18,38290
2016,285,6,1,3,2,2,11,22,17,31335
2016,285,6,1,0,2,2,11,24,18,33295
2016,355,8,1,0,4,2,9,23,16,38740
2016,285,6,1,3,4,2,10,22,17,41185
2016,355,8,1,0,4,2,9,23,16,43710
2016,285,6,1,0,2,2,11,24,18,27485
2016,285,6,1,3,2,2,11,22,17,36980
2016,355,8,1,0,4,2,9,23,16,44010
2016,285,6,1,3,2,2,11,22,17,33360
2016,355,8,1,3,4,2,10,22,16,45640
2016,355,8,1,3,4,2,9,22,16,45170
2016,285,6,1,3,4,2,10,22,17,35100
2016,285,6,1,3,4,2,10,22,17,39275
2016,355,8,1,0,4,2,9,23,16,49740
2016,355,8,1,0,4,2,9,23,16,50040
2016,285,6,1,0,2,2,11,24,18,29510
2016,285,6,1,3,4,2,10,22,17,36850
2016,355,8,1,3,4,2,9,22,16,48200
2016,285,6,1,3,2,2,11,22,17,38890
2016,285,6,1,3,4,2,9,22,17,38695
2016,355,8,1,3,4,2,9,22,16,40090
2016,355,8,1,3,4,2,9,22,16,41890
2016,355,8,1,3,4,2,9,22,16,43260
2016,285,6,1,3,4,2,9,22,17,41865
2016,355,8,1,3,4,2,9,22,16,53015
2016,285,6,1,3,2,2,11,22,17,36680
2016,355,8,1,0,4,2,9,23,16,36940
2016,285,6,1,0,4,2,10,24,18,32955
2016,285,6,1,0,2,2,11,24,18,29120
2016,285,6,1,0,4,2,9,24,18,37345
2016,285,6,1,0,2,2,11,24,18,27095
2016,285,6,1,3,4,2,9,22,17,40495
2017,285,6,1,0,4,2,9,24,18,36035
2017,285,6,1,0,4,2,9,24,18,37835
2017,355,8,1,0,4,2,9,23,16,39230
2017,285,6,1,0,4,2,9,24,18,38980
2017,285,6,1,0,4,2,10,24,18,36515
2017,355,8,1,3,4,2,9,22,16,43950
2017,285,6,1,3,2,2,11,22,17,31525
2017,285,6,1,3,2,2,11,22,17,33850
2017,355,8,1,0,4,2,9,22,16,44350
2017,355,8,1,3,4,2,9,20,15,47175
2017,285,6,1,3,4,2,9,22,17,44465
2017,285,6,1,3,4,2,10,22,17,42075
2017,355,8,1,3,4,2,9,20,15,47475
2017,355,8,1,3,4,2,10,20,15,46180
2017,285,6,1,3,2,2,11,22,17,33550
2017,285,6,1,3,4,2,10,22,17,39965
2017,285,6,1,3,4,2,10,22,17,35590
2017,285,6,1,0,2,2,11,24,18,27975
2017,355,8,1,0,4,2,10,22,16,41590
2017,355,8,1,0,4,2,9,22,16,44050
2017,285,6,1,3,2,2,11,22,17,37370
2017,355,8,1,3,4,2,9,22,15,54925
2017,285,6,1,0,2,2,11,24,18,27585
2017,285,6,1,0,2,2,11,24,18,33860
2017,285,6,1,0,4,2,10,24,18,33445
2017,355,8,1,3,4,2,9,20,15,48740
2017,355,8,1,3,4,2,9,22,16,45860
2017,355,8,1,0,4,2,9,23,16,40375
2017,355,8,1,3,4,2,9,22,15,54625
2017,355,8,1,3,4,2,9,22,16,42380
2017,285,6,1,0,2,2,11,24,18,29610
2017,355,8,1,0,4,2,9,22,16,51350
2017,285,6,1,0,2,2,11,24,18,30000
2017,355,8,1,0,4,2,9,23,16,37430
2017,285,6,1,3,4,2,9,22,17,40985
2017,285,6,1,3,4,2,9,22,17,39185
2017,285,6,1,3,2,2,11,22,17,37670
2017,355,8,1,3,4,2,10,20,15,44815
2017,285,6,1,3,2,2,11,22,17,31825
2017,285,6,1,3,4,2,10,22,17,37425
2017,355,8,1,0,4,2,9,22,16,51650
2017,355,8,1,3,4,2,9,20,15,49040
2017,285,6,1,3,4,2,10,22,17,37340
2017,285,6,1,3,2,2,11,22,17,39280
2017,285,6,1,0,2,2,11,24,18,33985
2017,355,8,1,3,4,2,9,22,16,40580
2017,285,6,1,0,4,2,10,24,18,31610
2017,285,6,1,3,2,2,11,22,17,39580
2017,285,6,1,3,4,2,9,22,17,42555
2017,285,6,1,0,4,2,10,24,18,33360
1993,200,8,1,1,4,2,2,23,15,2000
1996,150,4,1,1,2,1,0,29,19,2000
1996,155,4,1,1,4,1,2,29,19,2000
1996,155,4,1,1,4,1,2,29,19,2000
1997,155,6,1,1,4,1,2,26,18,2000
1997,155,6,1,1,2,1,0,26,18,2000
